DATAFLOW,MEASURE,DATA_ITEM,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1997-Q2,9538,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1997-Q3,7439,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1997-Q4,7390,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1998-Q1,8528,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1998-Q2,7960,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1998-Q3,6817,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1998-Q4,7805,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1999-Q1,6266,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1999-Q2,4897,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1999-Q3,6917,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,1999-Q4,7914,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2000-Q1,8965,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2000-Q2,8787,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2000-Q3,7990,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2000-Q4,6714,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2001-Q1,7297,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2001-Q2,5627,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2001-Q3,8589,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2001-Q4,10848,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2002-Q1,9356,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2002-Q2,10859,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2002-Q3,9438,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2002-Q4,9731,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2003-Q1,7963,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2003-Q2,10070,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2003-Q3,12042,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2003-Q4,12475,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2004-Q1,11034,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2004-Q2,11762,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2004-Q3,10036,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2004-Q4,10050,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2005-Q1,13134,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2005-Q2,10281,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2005-Q3,14032,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2005-Q4,14723,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2006-Q1,14529,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2006-Q2,9587,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2006-Q3,11397,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2006-Q4,13488,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2007-Q1,14328,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2007-Q2,15256,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2007-Q3,13052,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2007-Q4,13299,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2008-Q1,16914,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2008-Q2,24392,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2008-Q3,29856,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2008-Q4,26474,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2009-Q1,25974,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2009-Q2,14003,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2009-Q3,13873,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2009-Q4,14568,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2010-Q1,15984,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2010-Q2,24878,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2010-Q3,25287,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2010-Q4,26810,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2011-Q1,23327,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2011-Q2,27861,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2011-Q3,33815,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2011-Q4,33412,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2012-Q1,30675,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2012-Q2,29256,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2012-Q3,28600,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2012-Q4,28944,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2013-Q1,28816,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2013-Q2,30135,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2013-Q3,26586,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2013-Q4,29273,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2014-Q1,26678,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2014-Q2,27030,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2014-Q3,21995,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2014-Q4,21654,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2015-Q1,19944,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2015-Q2,15619,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2015-Q3,13368,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2015-Q4,9959,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2016-Q1,8003,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2016-Q2,8008,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2016-Q3,10050,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2016-Q4,19699,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2017-Q1,23857,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2017-Q2,17771,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2017-Q3,18204,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2017-Q4,16069,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2018-Q1,20111,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2018-Q2,18555,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2018-Q3,19454,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2018-Q4,21767,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2019-Q1,26773,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2019-Q2,25292,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2019-Q3,29508,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2019-Q4,26979,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2020-Q1,29972,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2020-Q2,27418,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2020-Q3,29225,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2020-Q4,35163,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2021-Q1,47100,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2021-Q2,52285,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2021-Q3,49022,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2021-Q4,38311,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2022-Q1,42313,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2022-Q2,51880,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2022-Q3,43644,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2022-Q4,44666,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2023-Q1,43879,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2023-Q2,37594,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2023-Q3,35016,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2023-Q4,36856,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2024-Q1,34687,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2024-Q2,31768,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2024-Q3,29469,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2024-Q4,25865,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2025-Q1,30125,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2025-Q2,26764,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2025-Q3,26638,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2025-Q4,26560,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2026-Q1,26421,,,,
ABS:ANA_AGG(1.0.0),M3,SAV,20,AUS,Q,2026-Q2,24230,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1959-Q3,,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1959-Q4,13.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1960-Q1,-12.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1960-Q2,3.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1960-Q3,1.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1960-Q4,10.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1961-Q1,-12.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1961-Q2,-1.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1961-Q3,1.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1961-Q4,12.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1962-Q1,-10.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1962-Q2,2.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1962-Q3,2.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1962-Q4,13.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1963-Q1,-11.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1963-Q2,-0.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1963-Q3,5.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1963-Q4,13.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1964-Q1,-13.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1964-Q2,3.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1964-Q3,2.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1964-Q4,13.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1965-Q1,-12.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1965-Q2,2.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1965-Q3,1.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1965-Q4,11.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1966-Q1,-14.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1966-Q2,3.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1966-Q3,3.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1966-Q4,13.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1967-Q1,-10.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1967-Q2,-1.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1967-Q3,4.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1967-Q4,14.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1968-Q1,-16.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1968-Q2,4.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1968-Q3,2.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1968-Q4,17.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1969-Q1,-15.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1969-Q2,1.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1969-Q3,4.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1969-Q4,13.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1970-Q1,-11.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1970-Q2,1.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1970-Q3,1.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1970-Q4,10.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1971-Q1,-12.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1971-Q2,-0.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1971-Q3,3.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1971-Q4,11.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1972-Q1,-14,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1972-Q2,2.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1972-Q3,1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1972-Q4,12.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1973-Q1,-12.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1973-Q2,2.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1973-Q3,1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1973-Q4,15.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1974-Q1,-13.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1974-Q2,-1.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1974-Q3,1.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1974-Q4,12.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1975-Q1,-13.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1975-Q2,6.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1975-Q3,-1.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1975-Q4,11.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1976-Q1,-11.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1976-Q2,3.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1976-Q3,1.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1976-Q4,10.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1977-Q1,-13.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1977-Q2,4.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1977-Q3,0.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1977-Q4,8.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1978-Q1,-12.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1978-Q2,5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1978-Q3,0.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1978-Q4,12.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1979-Q1,-9.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1979-Q2,-0.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1979-Q3,1.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1979-Q4,13.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1980-Q1,-13.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1980-Q2,3.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1980-Q3,0.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1980-Q4,12,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1981-Q1,-14.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1981-Q2,6.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1981-Q3,1.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1981-Q4,11.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1982-Q1,-16.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1982-Q2,5.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1982-Q3,-0.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1982-Q4,8.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1983-Q1,-14.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1983-Q2,5.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1983-Q3,1.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1983-Q4,13.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1984-Q1,-11.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1984-Q2,3.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1984-Q3,0.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1984-Q4,12.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1985-Q1,-12.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1985-Q2,6.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1985-Q3,0.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1985-Q4,9.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1986-Q1,-12.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1986-Q2,3.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1986-Q3,0.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1986-Q4,9.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1987-Q1,-9.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1987-Q2,4.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1987-Q3,1.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1987-Q4,9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1988-Q1,-10.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1988-Q2,3.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1988-Q3,0.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1988-Q4,8.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1989-Q1,-10.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1989-Q2,5.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1989-Q3,1.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1989-Q4,6.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1990-Q1,-10.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1990-Q2,3.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1990-Q3,0.2,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1990-Q4,7.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1991-Q1,-11.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1991-Q2,2.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1991-Q3,1.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1991-Q4,5.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1992-Q1,-7.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1992-Q2,3.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1992-Q3,1.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1992-Q4,6.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1993-Q1,-6.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1993-Q2,2.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1993-Q3,0.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1993-Q4,7.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1994-Q1,-6.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1994-Q2,3.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1994-Q3,1.9,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1994-Q4,4.6,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1995-Q1,-7.8,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1995-Q2,3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1995-Q3,2.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1995-Q4,6.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1996-Q1,-8.4,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1996-Q2,3.3,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1996-Q3,0.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1996-Q4,8.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1997-Q1,-10.1,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1997-Q2,5.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1997-Q3,0.7,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1997-Q4,7.5,,,,
ABS:ANA_AGG(1.0.0),M2,GPM_PCA,10,AUS,Q,1998-Q1,-8,,,,
